student_id,grade_level,age,gender,race_ethnicity,free_reduced_lunch,ell_status,iep_status,section_504,gifted_program,current_gpa,cumulative_gpa,gpa_trend,course_failures_total,grade_retained_ever,years_data_available,credits_earned,recent_Reading_Grade,recent_Math_Grade,recent_Science_Grade,recent_Social_Studies_Grade,recent_year_gpa,recent_ELA_Grade,recent_Elective1_Grade,recent_Elective2_Grade,recent_English_Grade,recent_PE_Grade,attendance_rate,chronic_absenteeism,tardiness_rate,behavior_score,disciplinary_incidents,suspensions,extracurricular_count,parent_engagement_level,technology_access,success_probability,current_success,risk_category,next_grade_success_pred,next_grade_success_prob,graduation_prediction,graduation_probability
7654,12,17,M,Black,0,0,0,0,0,3.09,3.29,0.04,0,0,3,72,,3.0,2.75,3.18,3.09,,2.91,3.08,2.91,3.81,0.912,0,0.003,1.0,0,0,3,1,1,0.95,1,Low Risk,1,0.95,1.0,0.95
7655,7,12,M,Asian,1,0,1,0,0,2.41,2.69,-0.93,1,0,3,40,,2.62,2.45,2.43,2.41,2.13,2.45,2.35,,,0.928,0,0.027,0.998,0,0,0,1,1,0.685,0,Medium Risk,1,0.702,,
7656,12,17,F,White,1,1,0,0,0,1.66,2.39,-0.77,0,0,3,72,,1.85,1.7,1.75,1.66,,0.85,1.62,2.16,1.66,0.77,1,0.084,0.823,1,0,0,0,1,0.455,1,High Risk,1,0.432,0.0,0.421
7657,7,11,M,Hispanic,1,0,0,0,0,2.42,2.42,0.43,0,0,3,42,,2.35,2.14,2.68,2.42,2.64,2.23,2.5,,,0.817,1,0.011,0.715,2,0,0,2,1,0.673,0,Medium Risk,1,0.73,,
7658,0,5,F,Hispanic,1,0,1,1,0,2.46,2.46,0.0,0,0,1,0,2.63,2.62,2.62,1.98,2.46,,,,,,0.886,1,0.022,0.753,1,0,0,1,1,0.74,1,Medium Risk,1,0.754,,
7659,4,9,F,White,0,1,0,0,1,3.91,3.88,0.17,0,0,3,24,3.93,4.0,4.0,3.72,3.91,,,,,,0.944,0,0.012,0.891,0,0,0,1,1,0.95,1,Low Risk,1,0.86,,
7660,8,13,M,Hispanic,1,0,0,0,0,2.2,2.9,-0.59,0,0,3,48,,2.37,2.4,2.54,2.2,2.06,1.54,2.27,,,0.92,0,0.005,0.852,0,0,2,1,1,0.841,1,Low Risk,1,0.866,,
7661,10,15,M,White,1,0,0,0,0,2.94,2.72,1.05,0,0,3,60,,3.25,2.83,3.23,2.94,,2.86,3.11,2.69,2.63,0.99,0,0.006,1.0,0,0,0,0,1,0.853,1,Low Risk,1,0.815,1.0,0.947
7662,3,7,F,Hispanic,1,0,0,0,0,2.73,2.98,-0.74,0,0,3,18,2.81,2.36,3.21,2.55,2.73,,,,,,0.961,0,0.072,1.0,0,0,0,1,1,0.933,1,Low Risk,1,0.95,,
7663,3,8,M,White,0,0,0,0,0,2.93,3.43,-0.64,0,0,3,18,2.69,2.85,3.3,2.88,2.93,,,,,,0.883,1,0.075,1.0,0,0,1,1,1,0.949,1,Low Risk,1,0.874,,
7664,6,10,M,White,1,0,0,0,0,3.08,3.16,-0.43,0,0,3,36,,3.06,2.97,2.79,3.08,3.28,3.39,2.97,,,0.968,0,0.033,0.856,0,0,1,1,1,0.95,1,Low Risk,1,0.936,,
7665,3,8,M,White,1,0,0,0,0,2.74,2.73,-0.18,0,0,3,18,2.64,2.64,2.75,2.95,2.74,,,,,,0.807,1,0.072,0.815,1,0,1,2,1,0.838,1,Low Risk,1,0.864,,
7666,1,6,F,Black,0,0,0,0,0,3.25,3.36,-0.23,0,0,2,6,3.34,3.43,2.27,3.96,3.25,,,,,,0.99,0,0.027,0.84,1,1,0,2,1,0.95,1,Low Risk,1,0.95,,
7667,6,11,F,White,0,1,0,0,0,2.61,2.85,0.08,0,0,3,36,,2.9,3.16,2.68,2.61,2.39,2.07,2.44,,,0.961,0,0.011,0.984,0,0,0,1,1,0.885,1,Low Risk,1,0.858,,
7668,0,4,M,Hispanic,0,0,0,0,0,2.43,2.43,0.0,0,0,1,0,2.67,2.54,1.96,2.56,2.43,,,,,,0.968,0,0.005,1.0,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
7669,0,5,F,White,0,0,0,0,0,3.94,3.94,0.0,0,0,1,0,3.77,4.0,4.0,4.0,3.94,,,,,,0.99,0,0.008,0.975,1,0,0,1,1,0.95,1,Low Risk,1,0.95,,
7670,6,11,F,Hispanic,0,0,0,0,0,3.79,3.69,-0.15,0,0,3,36,,3.8,4.0,3.8,3.79,3.45,3.92,3.79,,,0.972,0,0.021,0.911,1,0,1,0,1,0.95,1,Low Risk,1,0.929,,
7671,8,13,M,Hispanic,1,0,0,0,0,2.02,2.79,-1.38,0,0,3,48,,1.91,1.78,2.46,2.02,1.99,2.0,1.99,,,0.874,1,0.059,0.851,0,0,1,1,1,0.67,0,Medium Risk,0,0.689,,
7672,12,17,F,White,0,0,0,0,0,3.82,3.38,0.97,0,0,3,72,,4.0,4.0,4.0,3.82,,3.59,3.7,3.99,3.44,0.922,0,0.02,0.915,0,0,0,1,1,0.95,1,Low Risk,1,0.89,1.0,0.95
7673,5,10,F,Hispanic,1,0,0,0,0,2.8,3.2,-1.15,0,0,3,30,2.49,2.89,3.09,2.72,2.8,,,,,,0.953,0,0.026,0.785,1,1,0,1,1,0.901,1,Low Risk,1,0.844,,
7674,9,14,M,White,0,0,0,0,0,3.38,3.41,0.19,0,0,3,54,,3.23,3.19,3.09,3.38,,3.53,3.18,3.87,3.59,0.896,1,0.04,0.795,0,0,0,0,1,0.851,1,Low Risk,1,0.827,1.0,0.95
7675,5,10,F,Black,0,1,0,0,0,3.91,3.58,1.04,0,0,3,30,4.0,3.63,4.0,4.0,3.91,,,,,,0.948,0,0.031,0.93,1,0,0,2,1,0.95,1,Low Risk,1,0.95,,
7676,10,15,F,White,1,0,1,0,0,2.52,2.33,0.24,0,0,3,60,,2.2,2.36,2.7,2.52,,2.77,2.76,2.28,2.57,0.857,1,0.005,0.84,0,0,2,1,1,0.71,1,Medium Risk,1,0.731,1.0,0.762
7677,12,17,M,White,1,0,0,0,0,2.48,3.01,-1.25,0,0,3,72,,2.71,3.16,2.66,2.48,,2.33,1.85,2.3,2.38,0.916,0,0.022,0.861,1,0,2,2,1,0.922,1,Low Risk,1,0.949,1.0,0.95
7678,11,17,F,Hispanic,1,0,0,0,0,2.27,2.73,-0.99,0,0,3,66,,2.4,2.68,1.67,2.27,,2.11,2.2,2.58,2.28,0.99,0,0.013,0.809,0,0,0,0,1,0.773,1,Medium Risk,1,0.715,1.0,0.8
7679,0,6,F,Hispanic,1,0,0,0,0,2.27,2.27,0.0,0,0,1,0,2.27,2.6,1.92,2.29,2.27,,,,,,0.879,1,0.019,0.914,2,0,0,1,1,0.729,0,Medium Risk,1,0.753,,
7680,2,7,F,Multi-racial,0,0,0,0,0,4.0,3.64,0.27,0,0,3,12,4.0,4.0,4.0,4.0,4.0,,,,,,0.926,0,0.011,0.907,0,0,0,2,1,0.95,1,Low Risk,1,0.941,,
7681,5,10,M,Hispanic,0,0,0,0,0,4.0,3.84,0.05,0,0,3,30,4.0,4.0,4.0,4.0,4.0,,,,,,0.941,0,0.017,0.895,1,0,0,1,1,0.95,1,Low Risk,1,0.88,,
7682,5,9,M,White,0,0,0,0,0,3.6,3.36,0.92,0,0,3,30,3.63,3.78,3.72,3.27,3.6,,,,,,0.981,0,0.006,1.0,0,0,1,0,0,0.95,1,Low Risk,1,0.872,,
7683,4,9,F,Black,0,0,0,0,0,4.0,3.67,0.0,0,0,3,24,4.0,4.0,4.0,4.0,4.0,,,,,,0.839,1,0.043,0.928,0,0,0,1,0,0.95,1,Low Risk,1,0.949,,
7684,7,12,F,Asian,1,0,1,0,0,2.36,2.37,-0.22,0,1,3,42,,2.41,1.86,2.46,2.36,2.79,2.35,2.3,,,0.971,0,0.024,0.861,1,0,0,2,1,0.67,0,Medium Risk,1,0.681,,
7685,0,5,F,White,0,0,0,0,0,3.76,3.76,0.0,0,0,1,0,4.0,3.25,3.8,4.0,3.76,,,,,,0.872,1,0.1,0.804,1,0,1,2,1,0.95,1,Low Risk,1,0.95,,
7686,1,6,M,Multi-racial,0,0,0,0,0,3.84,3.52,0.64,0,0,2,6,4.0,3.91,4.0,3.47,3.84,,,,,,0.848,1,0.045,0.922,0,0,0,1,1,0.95,1,Low Risk,0,0.822,,
7687,12,16,F,Hispanic,1,0,0,0,1,3.28,3.33,-0.41,0,0,3,72,,3.79,3.22,3.24,3.28,,3.11,3.15,2.93,3.54,0.901,0,0.006,1.0,0,0,0,1,1,0.95,1,Low Risk,1,0.95,0.0,0.95
7688,10,15,M,White,1,0,0,0,0,2.86,2.99,-0.39,0,0,3,60,,3.25,2.59,2.6,2.86,,3.19,2.73,3.15,2.48,0.801,1,0.062,0.886,3,0,0,2,1,0.704,0,Medium Risk,1,0.604,0.0,0.79
7689,1,6,F,Black,1,0,0,0,0,3.0,2.96,0.08,0,0,2,6,3.43,2.71,2.96,2.9,3.0,,,,,,0.709,1,0.025,0.934,0,0,0,1,1,0.818,1,Low Risk,1,0.81,,
7690,12,17,F,White,1,0,0,0,0,3.29,2.77,0.42,0,0,3,72,,3.89,3.0,3.07,3.29,,3.02,3.11,3.53,3.39,0.779,1,0.012,0.882,0,0,0,1,1,0.822,1,Low Risk,1,0.78,1.0,0.95
7691,5,10,M,Hispanic,1,0,1,0,0,3.47,2.84,1.1,0,0,3,30,3.58,3.08,3.56,3.64,3.47,,,,,,0.99,0,0.002,0.723,4,0,0,0,0,0.873,1,Low Risk,0,0.832,,
7692,5,10,F,Hispanic,0,0,0,0,0,3.6,3.74,-0.4,0,0,3,30,4.0,3.4,3.6,3.41,3.6,,,,,,0.99,0,0.008,1.0,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
7693,11,16,F,Hispanic,0,0,0,0,0,3.32,3.76,-0.65,0,0,3,66,,3.0,3.35,3.22,3.32,,3.62,2.68,3.69,3.67,0.99,0,0.009,0.924,0,0,3,1,1,0.95,1,Low Risk,1,0.886,1.0,0.95
7694,12,17,M,Hispanic,1,1,0,0,0,2.95,2.57,0.38,0,0,3,72,,2.73,3.47,2.66,2.95,,2.59,3.22,2.91,3.06,0.835,1,0.164,0.961,0,0,0,0,1,0.688,1,Medium Risk,1,0.712,1.0,0.783
7695,2,7,F,White,0,0,0,0,0,4.0,3.79,0.1,0,0,3,12,4.0,4.0,4.0,4.0,4.0,,,,,,0.955,0,0.025,1.0,0,0,1,2,1,0.95,1,Low Risk,1,0.95,,
7696,0,5,M,Asian,0,0,0,0,0,2.61,2.61,0.0,0,0,1,0,2.76,2.57,2.56,2.55,2.61,,,,,,0.929,0,0.026,1.0,0,0,0,2,1,0.95,1,Low Risk,1,0.95,,
7697,10,15,M,White,0,0,0,0,0,4.0,3.61,0.84,0,0,3,60,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,0.891,1,0.092,0.827,0,0,1,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
7698,9,14,F,White,1,0,0,0,0,1.62,2.05,-0.63,0,1,3,54,,1.43,1.91,1.76,1.62,,1.36,1.32,1.59,1.96,0.758,1,0.063,0.831,0,0,3,0,1,0.435,0,High Risk,1,0.464,1.0,0.397
7699,12,17,M,Black,0,0,0,0,0,3.46,3.51,-0.44,0,0,3,72,,3.39,3.55,3.63,3.46,,3.01,3.97,3.04,3.63,0.935,0,0.017,0.902,0,0,1,1,1,0.95,1,Low Risk,1,0.95,1.0,0.95
7700,8,13,F,Black,0,0,0,0,0,3.3,3.36,-0.4,0,0,3,48,,3.78,3.1,3.6,3.3,3.01,2.85,3.45,,,0.821,1,0.023,0.799,1,1,0,2,1,0.916,1,Low Risk,1,0.934,,
7701,12,17,M,White,1,0,0,0,0,3.08,3.01,-0.46,0,0,3,72,,2.95,2.91,2.86,3.08,,3.27,3.74,2.81,3.03,0.871,1,0.057,0.841,0,0,1,1,1,0.848,1,Low Risk,1,0.826,1.0,0.95
7702,3,7,M,Black,0,0,1,0,0,2.57,2.77,-0.55,0,0,3,18,2.67,2.64,2.62,2.33,2.57,,,,,,0.9,0,0.023,0.87,0,0,0,1,1,0.93,1,Low Risk,1,0.874,,
7703,11,16,F,White,0,0,0,0,0,3.11,3.04,0.82,0,0,3,66,,2.83,2.8,3.29,3.11,,3.31,3.24,2.98,3.32,0.917,0,0.005,0.932,0,0,1,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
7704,7,11,M,Hispanic,0,0,1,0,0,3.34,3.0,0.02,0,0,3,42,,3.46,3.64,3.36,3.34,3.21,3.29,3.11,,,0.822,1,0.008,0.841,0,0,1,1,1,0.883,1,Low Risk,0,0.832,,
7705,1,7,F,Hispanic,0,0,1,0,0,3.38,3.04,0.68,0,0,2,6,3.5,3.23,3.38,3.41,3.38,,,,,,0.954,0,0.009,0.742,0,0,0,2,1,0.95,1,Low Risk,1,0.913,,
7706,4,9,M,Hispanic,0,0,0,1,0,2.79,3.35,-0.7,0,0,3,24,2.19,3.12,3.04,2.82,2.79,,,,,,0.99,0,0.039,0.987,0,0,0,2,1,0.95,1,Low Risk,1,0.876,,
7707,2,7,M,Hispanic,1,0,1,0,1,4.0,3.68,0.15,0,0,3,12,4.0,4.0,4.0,4.0,4.0,,,,,,0.99,0,0.03,0.843,0,0,1,0,1,0.95,1,Low Risk,1,0.941,,
7708,1,6,M,Hispanic,0,0,0,0,0,3.73,3.6,0.26,0,0,2,6,4.0,3.44,4.0,3.49,3.73,,,,,,0.942,0,0.006,0.933,0,0,1,2,1,0.95,1,Low Risk,1,0.95,,
7709,11,15,F,Hispanic,1,0,0,0,0,2.05,2.21,-0.56,0,0,3,66,,1.82,2.18,2.28,2.05,,2.0,2.25,2.47,1.33,0.734,1,0.039,0.862,0,0,0,0,1,0.563,0,High Risk,1,0.602,1.0,0.568
7710,6,11,F,Hispanic,1,0,0,0,0,1.93,2.48,-0.95,0,0,3,36,,2.29,1.74,2.45,1.93,1.77,1.7,1.64,,,0.969,0,0.026,0.747,0,0,1,1,1,0.795,1,Medium Risk,1,0.745,,
7711,0,5,M,White,0,0,0,0,1,3.78,3.78,0.0,0,0,1,0,3.8,3.84,3.69,3.78,3.78,,,,,,0.99,0,0.033,1.0,0,0,0,0,1,0.95,0,Low Risk,1,0.95,,
7712,12,16,F,Hispanic,1,1,0,0,0,2.67,2.16,0.71,0,0,3,72,,2.38,2.48,2.87,2.67,,2.85,2.88,2.4,2.85,0.972,0,0.003,0.783,0,0,1,0,1,0.817,1,Low Risk,1,0.786,1.0,0.884
7713,8,14,F,Hispanic,0,0,0,0,0,3.61,3.21,-0.07,0,0,3,48,,3.92,3.21,3.62,3.61,3.54,3.55,3.84,,,0.892,1,0.065,0.839,0,0,2,0,1,0.95,1,Low Risk,1,0.95,,
7714,10,15,F,Hispanic,0,0,0,0,0,3.2,3.3,-0.26,0,0,3,60,,2.78,3.82,3.17,3.2,,3.73,2.89,3.01,2.99,0.99,0,0.005,0.915,0,0,0,0,1,0.95,1,Low Risk,1,0.886,1.0,0.95
7715,1,5,F,White,1,1,0,0,0,2.49,2.78,-0.57,0,0,2,6,2.51,2.19,2.24,3.02,2.49,,,,,,0.946,0,0.01,0.992,0,0,1,2,1,0.922,1,Low Risk,1,0.95,,
7716,8,13,F,Black,0,0,0,0,0,3.03,3.42,-0.62,0,0,3,48,,3.18,2.75,2.72,3.03,3.04,2.96,3.54,,,0.99,0,0.021,0.898,1,0,0,1,1,0.95,1,Low Risk,1,0.95,,
7717,8,13,M,White,1,0,0,0,0,2.22,2.86,-1.04,0,0,3,48,,2.27,2.27,2.36,2.22,2.06,2.26,2.13,,,0.961,0,0.001,0.754,1,0,0,0,1,0.736,1,Medium Risk,1,0.677,,
7718,6,11,F,Asian,0,0,1,0,0,3.75,3.27,0.85,0,0,3,36,,3.45,4.0,3.7,3.75,4.0,3.67,3.68,,,0.784,1,0.012,0.992,0,0,2,0,1,0.943,1,Low Risk,1,0.935,,
7719,8,13,M,White,1,0,0,0,0,2.46,2.5,-0.1,0,0,3,48,,2.36,2.39,2.7,2.46,1.91,2.89,2.49,,,0.79,1,0.033,0.795,1,0,0,0,1,0.621,1,Medium Risk,0,0.577,,
7720,6,11,M,Hispanic,0,0,0,0,0,1.88,3.06,-2.0,0,0,3,36,,1.56,2.04,1.95,1.88,2.18,1.65,1.93,,,0.97,0,0.002,0.877,0,0,2,2,1,0.938,1,Low Risk,1,0.95,,
7721,2,7,M,White,1,0,0,0,0,3.06,2.87,0.65,0,0,3,12,3.04,2.67,3.5,3.04,3.06,,,,,,0.86,1,0.175,0.972,0,0,0,1,1,0.862,1,Low Risk,1,0.859,,
7722,3,8,M,White,0,0,1,0,0,3.06,3.29,-0.25,0,0,3,18,3.14,3.17,2.95,2.97,3.06,,,,,,0.928,0,0.023,1.0,0,0,1,2,1,0.95,1,Low Risk,0,0.915,,
7723,5,10,M,Hispanic,1,0,0,1,0,3.03,3.17,0.13,0,0,3,30,2.81,3.14,3.0,3.18,3.03,,,,,,0.99,0,0.022,1.0,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
7724,4,9,F,White,1,0,0,0,0,3.27,3.42,0.17,0,0,3,24,3.03,3.41,3.19,3.44,3.27,,,,,,0.99,0,0.005,0.878,0,0,1,1,1,0.95,0,Low Risk,1,0.95,,
7725,4,9,M,White,1,0,1,0,0,2.53,2.8,-0.15,0,0,3,24,2.65,2.39,2.52,2.54,2.53,,,,,,0.912,0,0.01,0.75,0,0,0,2,1,0.878,1,Low Risk,1,0.95,,
7726,4,9,F,Black,1,0,0,0,0,2.68,2.68,-0.51,0,0,3,24,2.58,2.91,2.37,2.84,2.68,,,,,,0.956,0,0.017,0.916,0,0,1,0,1,0.904,1,Low Risk,1,0.881,,
7727,11,16,F,Black,1,0,0,0,1,2.37,2.71,-0.18,0,0,3,66,,2.32,1.98,2.73,2.37,,2.75,1.98,2.52,2.29,0.829,1,0.025,0.796,0,0,1,1,1,0.709,1,Medium Risk,1,0.683,0.0,0.746
7728,2,6,M,White,1,0,0,0,0,2.12,2.84,-1.01,0,0,3,12,1.93,2.22,2.07,2.24,2.12,,,,,,0.831,1,0.062,0.877,1,0,1,1,1,0.722,1,Medium Risk,0,0.735,,
7729,4,9,M,White,0,0,0,0,0,4.0,3.58,1.17,0,0,3,24,4.0,4.0,4.0,4.0,4.0,,,,,,0.99,0,0.032,0.965,1,0,1,1,1,0.95,1,Low Risk,1,0.95,,
7730,10,15,F,Black,0,0,0,0,0,3.51,2.91,0.66,0,0,3,60,,3.59,3.48,3.22,3.51,,4.0,2.99,3.32,3.96,0.747,1,0.091,0.889,0,0,1,0,1,0.876,1,Low Risk,1,0.824,1.0,0.95
7731,1,6,F,Hispanic,0,0,0,0,0,3.18,3.54,-0.71,0,0,2,6,3.24,3.28,3.36,2.82,3.18,,,,,,0.99,0,0.016,1.0,0,0,0,2,0,0.95,1,Low Risk,1,0.878,,
7732,11,16,F,Black,1,1,0,0,0,1.95,1.82,-0.09,0,0,3,66,,2.41,1.27,2.29,1.95,,1.9,2.3,1.69,1.77,0.916,0,0.02,0.889,0,0,0,1,1,0.682,0,Medium Risk,1,0.781,1.0,0.677
7733,4,9,F,White,1,0,0,0,0,2.58,2.97,-1.05,0,0,3,24,2.24,3.09,2.69,2.28,2.58,,,,,,0.924,0,0.051,0.945,0,0,0,0,0,0.849,1,Low Risk,1,0.834,,
7734,9,13,F,White,1,0,0,0,0,2.15,2.38,-0.34,0,0,3,54,,1.94,1.81,2.36,2.15,,2.01,2.23,2.66,2.07,0.87,1,0.084,0.818,0,0,0,0,1,0.579,0,High Risk,0,0.578,1.0,0.594
7735,9,14,M,Hispanic,0,0,0,0,0,3.69,3.42,0.98,0,0,3,54,,3.64,4.0,3.51,3.69,,3.54,3.8,3.61,3.73,0.87,1,0.0,0.909,0,0,1,0,0,0.919,1,Low Risk,1,0.95,1.0,0.95
7736,7,13,F,Hispanic,0,0,0,0,0,2.47,2.84,-1.09,0,0,3,42,,2.78,2.02,2.96,2.47,2.44,2.48,2.15,,,0.977,0,0.043,0.917,0,0,1,1,1,0.939,1,Low Risk,1,0.908,,
7737,1,6,M,White,1,0,0,0,0,2.3,2.83,-1.06,0,0,2,6,1.98,2.47,2.59,2.16,2.3,,,,,,0.845,1,0.005,1.0,0,0,1,1,1,0.784,1,Medium Risk,1,0.793,,
7738,11,16,M,Hispanic,1,0,0,0,0,2.54,2.57,-0.13,0,0,3,66,,2.08,2.44,2.79,2.54,,2.69,2.34,2.74,2.7,0.768,1,0.001,0.702,2,1,1,0,1,0.636,1,Medium Risk,1,0.623,1.0,0.69
7739,2,7,F,White,0,0,0,0,0,4.0,4.0,0.0,0,0,3,12,4.0,4.0,4.0,4.0,4.0,,,,,,0.917,0,0.023,1.0,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
7740,5,10,M,Hispanic,0,0,0,0,0,3.67,3.58,0.26,0,0,3,30,3.31,3.6,3.83,3.93,3.67,,,,,,0.964,0,0.001,1.0,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
7741,0,5,F,White,0,0,0,0,0,3.06,3.06,0.0,0,0,1,0,3.26,3.03,3.04,2.9,3.06,,,,,,0.99,0,0.018,0.989,0,0,0,1,1,0.95,1,Low Risk,1,0.909,,
7742,2,8,M,Hispanic,1,1,0,1,0,3.32,2.8,0.34,0,0,3,12,3.65,3.09,3.11,3.44,3.32,,,,,,0.807,1,0.015,0.934,0,0,1,0,0,0.815,1,Low Risk,1,0.888,,
7743,6,11,M,White,1,0,0,0,0,2.27,2.56,-0.54,0,0,3,36,,2.04,2.58,2.76,2.27,1.86,2.31,2.06,,,0.927,0,0.016,0.738,0,0,0,2,1,0.844,0,Low Risk,0,0.88,,
7744,1,6,F,White,1,0,0,0,0,2.88,3.34,-0.93,0,0,2,6,3.03,3.32,2.76,2.43,2.88,,,,,,0.99,0,0.016,0.811,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
7745,9,14,M,White,0,0,1,0,0,2.72,2.65,0.27,0,0,3,54,,3.03,3.01,2.48,2.72,,2.36,1.92,3.3,2.93,0.99,0,0.0,0.698,0,0,0,1,1,0.88,1,Low Risk,1,0.872,1.0,0.95
7746,9,14,F,White,1,0,0,0,0,3.24,2.51,0.73,0,0,3,54,,3.46,3.23,3.19,3.24,,3.18,3.22,3.42,2.99,0.854,1,0.054,0.84,0,0,0,0,1,0.737,1,Medium Risk,0,0.72,1.0,0.861
7747,1,6,F,Hispanic,1,0,1,0,0,2.44,3.21,-1.54,0,0,2,6,2.14,2.02,2.51,3.1,2.44,,,,,,0.822,1,0.023,0.852,1,0,0,0,1,0.668,1,Medium Risk,1,0.611,,
7748,8,13,F,Hispanic,0,0,0,0,0,3.74,3.58,-0.09,0,0,3,48,,3.75,3.64,3.8,3.74,3.66,4.0,3.57,,,0.893,1,0.027,0.814,0,0,1,0,1,0.95,1,Low Risk,1,0.866,,
7749,3,8,M,Black,1,0,0,0,0,2.45,3.08,-0.99,0,0,3,18,2.4,2.72,2.15,2.54,2.45,,,,,,0.888,1,0.08,0.949,1,0,0,1,1,0.749,1,Medium Risk,1,0.756,,
7750,0,5,M,Black,0,0,0,0,0,2.83,2.83,0.0,0,0,1,0,2.83,2.61,2.57,3.31,2.83,,,,,,0.964,0,0.013,0.929,1,0,0,1,0,0.95,1,Low Risk,1,0.95,,
7751,8,14,M,Hispanic,0,0,0,0,0,3.18,2.64,0.6,0,0,3,48,,3.24,3.11,2.92,3.18,3.0,3.56,3.28,,,0.99,0,0.001,1.0,0,0,0,0,1,0.95,1,Low Risk,0,0.95,,
7752,11,15,F,White,0,0,0,0,0,3.31,3.24,0.35,0,0,3,66,,3.39,3.51,3.16,3.31,,3.2,3.8,3.42,2.71,0.776,1,0.008,0.897,0,0,1,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
7753,3,8,F,Multi-racial,1,0,0,0,0,2.61,2.94,0.33,0,0,3,18,2.83,2.49,2.63,2.49,2.61,,,,,,0.99,0,0.018,0.789,1,0,0,0,1,0.864,0,Low Risk,1,0.855,,
7754,12,17,F,White,1,0,1,0,0,1.91,2.51,-1.32,0,0,3,72,,1.86,1.58,2.03,1.91,,1.91,1.88,1.94,2.14,0.802,1,0.055,0.896,0,0,1,0,1,0.572,1,High Risk,0,0.528,0.0,0.563
7755,6,11,M,Black,1,0,0,0,0,3.19,3.21,-0.23,0,0,3,36,,2.76,3.34,3.22,3.19,3.88,3.1,2.82,,,0.855,1,0.106,0.816,0,0,1,1,1,0.85,1,Low Risk,1,0.809,,
7756,11,16,M,White,0,1,0,0,0,3.14,2.89,0.11,0,0,3,66,,2.91,2.9,2.84,3.14,,3.29,3.13,3.83,3.11,0.99,0,0.013,0.931,0,0,2,2,1,0.95,1,Low Risk,1,0.95,1.0,0.95
7757,12,17,M,Black,1,0,1,0,0,2.74,2.29,0.68,0,0,3,72,,2.75,2.52,2.96,2.74,,3.13,2.82,2.7,2.33,0.951,0,0.011,0.932,1,0,0,1,1,0.831,1,Low Risk,1,0.866,1.0,0.905
7758,5,10,F,White,1,0,0,1,0,3.04,3.06,0.29,0,0,3,30,3.24,3.43,3.01,2.48,3.04,,,,,,0.99,0,0.003,0.892,0,0,0,1,0,0.95,1,Low Risk,1,0.95,,
7759,10,15,F,Multi-racial,0,1,0,0,0,4.0,3.26,0.5,0,0,3,60,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,3.97,0.883,1,0.003,0.907,0,0,1,2,1,0.95,1,Low Risk,1,0.948,1.0,0.95
7760,11,16,M,Hispanic,0,0,0,0,0,2.8,3.16,-0.4,0,0,3,66,,3.3,3.12,2.47,2.8,,3.09,2.14,2.88,2.62,0.829,1,0.009,1.0,0,0,2,2,1,0.924,1,Low Risk,1,0.887,1.0,0.95
7761,6,10,F,White,1,0,0,0,0,3.4,2.7,0.91,0,0,3,36,,3.08,3.53,3.43,3.4,3.15,3.74,3.46,,,0.99,0,0.002,0.874,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
7762,4,9,M,White,0,0,0,0,0,4.0,3.83,0.01,0,0,3,24,4.0,4.0,4.0,4.0,4.0,,,,,,0.99,0,0.002,0.926,0,0,0,2,1,0.95,1,Low Risk,1,0.95,,
7763,6,12,M,Asian,0,0,0,1,0,3.4,3.52,-0.21,0,0,3,36,,3.43,3.58,3.15,3.4,3.07,3.59,3.59,,,0.853,1,0.03,0.8,0,0,0,1,1,0.931,1,Low Risk,0,0.921,,
7764,0,5,F,Hispanic,1,0,0,0,0,3.26,3.26,0.0,0,0,1,0,3.18,3.22,3.19,3.44,3.26,,,,,,0.777,1,0.023,0.88,0,0,0,0,0,0.847,1,Low Risk,1,0.897,,
7765,0,5,M,Hispanic,1,0,0,0,1,3.36,3.36,0.0,0,0,1,0,3.42,3.56,2.99,3.49,3.36,,,,,,0.99,0,0.011,0.87,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
7766,7,12,F,White,0,0,1,0,0,2.62,3.12,-1.28,0,0,3,42,,2.63,3.05,2.18,2.62,2.97,2.45,2.42,,,0.99,0,0.001,0.649,2,0,0,0,1,0.815,1,Low Risk,1,0.828,,
7767,6,11,F,White,1,0,0,0,0,2.19,2.98,-0.79,0,0,3,36,,2.44,2.25,1.91,2.19,2.04,2.26,2.24,,,0.897,1,0.002,0.919,0,0,0,2,1,0.723,0,Medium Risk,0,0.741,,
7768,1,6,M,White,0,0,0,0,1,3.75,3.58,0.33,0,0,2,6,3.99,3.39,3.61,4.0,3.75,,,,,,0.905,0,0.028,0.839,1,0,0,1,1,0.95,1,Low Risk,1,0.936,,
